marca;descrição;nome_sku;link_foto;x;y;endereço
Ama Sem Gás;Regular - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/24a93d975031aeed1acf81374c8ab210.png;3600;82;data\img\AmaSemGas_GarrafaPet15L.png
Skol Pilsen;Multipack - Esquerda;Shrink Lata Sleek 15 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/cdb106fb6c48013d1f6cba67ad535540.png;100;83;data\img\SkolPilsen_ShrinkLataSleek15x410ml.png
Skol Puro Malte;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d662b3f40ffe446b65e897ba18446635.png;240;83;data\img\SkolPuroMalte_GarrafaVidro600ml.png
Beats Mint;Mista -  (Ginger - Mint - GT);Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fc25d03f8f000f87f90828a91cf226cb.png;385;83;data\img\BeatsMint_PackCartaoLataSleek6x269ml.png
Colorado Appia;Com espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8bc4e990f6eba504cd13390c03f1ff74.png;1895;83;data\img\ColoradoAppia_AcessorioCaldereta350ml.png
Patagonia Weisse;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/be6787ed300baf7e21cf719866d548fa.png;2370;83;data\img\PatagoniaWeisse_LataSleek350ml.png
Fusion;Suada - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/1db27f0de627f61ee2784ee9668cfba2.png;2845;83;data\img\Fusion_GarrafaPet2L.png
Ama Com Gás;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/22931e87ece41443fe5ee69158a0ca42.png;3605;83;data\img\AmaComGas_LataSleek350ml.png
Skol Pilsen;Multipack - Esquerda;Shrink Lata Sleek 15 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4947d9ff1a2ef8b014a29de044085aea.png;70;84;data\img\SkolPilsen_ShrinkLataSleek15x310ml.png
Skol Hops;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/42ed465bae631d515b86a12123c03a5b.png;250;84;data\img\SkolHops_LataSleek269ml.png
Brahma Duplo Malte;Regular - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/aaaf24af3d84fc3dcb3dbefef40f4c31.png;585;84;data\img\BrahmaDuploMalte_LataStd473ml.png
Budweiser;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d81a1567e7dcb1704914fe1912c175e7.png;1225;84;data\img\Budweiser_LataStd473ml.png
Budweiser;GPI - Multipack;Pack Cartão Lata Sleek 20 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ff5a47d404bea212750f1e8d67e2795d.png;1245;84;data\img\Budweiser_PackCartaoLataSleek20x310ml.png
Stella Artois;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 4 x 275ml + 01 Cálice;https://www.catalogoambev.com.br/images/uploads/artes-finais/5dacbb213604b4f0752d85f8d5d659ac.png;1470;84;data\img\StellaArtois_KitPackCartaoGarrafaVidro4x275ml01Calice.png
Franziskaner Hell;Suada - Frontal;Garrafa Vidro 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d6dbd1718a3e1db2e7c3e6782cabf018.png;2185;84;data\img\FranziskanerHell_GarrafaVidro500ml.png
Leffe Vieille Cuvée;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f93f500d62f2007196582aba8d8f4f83.png;2645;84;data\img\LeffeVieilleCuvee_GarrafaVidro330ml.png
Soda Antarctica Zero;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a2e9b057f72a221b9a53b780338d13fe.png;3230;84;data\img\SodaAntarcticaZero_LataStd350ml.png
Soda Antarctica Zero;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a4d315b39a04c01e7a8f54157d87293b.png;3235;84;data\img\SodaAntarcticaZero_ShrinkLataStd12x350ml.png
Budweiser;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/aa198c8a501be07770e655995c0de90f.png;1205;85;data\img\Budweiser_LataSleek269ml.png
Budweiser Zero;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f7e1211c0b38f2e5f36a5d99cc63a994.png;1365;85;data\img\BudweiserZero_PackCartaoGarrafaVidro6x330ml.png
Corona Extra;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a5f595096e219310e1167ee09686441d.png;1495;85;data\img\CoronaExtra_LataSleek350ml.png
Wäls Session Haze;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8002609de98b5e0a48849c91b04c3f8f.png;1830;85;data\img\WälsSessionHaze_GarrafaVidro600ml.png
Colorado Ribeirão Lager;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/cbf412387d82548d0d9730f684589a6d.png;1865;85;data\img\ColoradoRibeiraoLager_GarrafaVidro600ml.png
Patagonia Bohemian Pilsener;Com espuma;Acessório Tulipa 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a3fa8b989c80725a944e6f9dfc19c677.png;2360;85;data\img\PatagoniaBohemianPilsener_AcessorioTulipa300ml.png
Modelo Especial;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f29f203c77c0c3264ef102402f2b828c.png;2750;85;data\img\ModeloEspecial_GarrafaVidro355ml.png
Guaraná Antarctica;Multipack - Frontal;Cinta Pet 2 x 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/1898327e3a19fa90b128048d4b5712ff.png;2930;85;data\img\GuaranaAntarctica_CintaPet2x1L.png
H2OH Limão Maçã;Suada;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/bbf723d7903196f5ed0dc6a6bb84f70e.png;3185;85;data\img\H2OHLimaoMaca_GarrafaPet15L.png
Skol Puro Malte;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/eeb6f7e2b9776ae5431e2c77b16d83f4.png;235;86;data\img\SkolPuroMalte_GarrafaVidro300ml.png
Beats Ginger;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/97a959a5ef70f1f5d7707d7c138a6de1.png;355;86;data\img\BeatsGinger_LataSleek269ml.png
Bohemia 838 Pale Ale;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a4d6d18d09524877f86b2503d02da1d3.png;1175;86;data\img\Bohemia838PaleAle_CaixadeTransporteGarrafaVidro12x300ml.png
Stella Artois;Suada - Frontal;Lata Sleek 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f670cb47f80bdd2d60fe192e6b1fd519.png;1375;86;data\img\StellaArtois_LataSleek310ml.png
Colorado Murica;Com espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e5a959a39b61753f41e7cf865560fea0.png;2005;86;data\img\ColoradoMurica_AcessorioCaldereta350ml.png
Leffe Rituel 9º;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 250ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/953b5859cfd306b134a8058f9fc78032.png;2605;86;data\img\LeffeRituel9º_PackCartaoGarrafaVidro6x250ml.png
Fusion;Regular - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/cabc4fcada2b032c5f6e8e4cfb4d8872.png;2835;86;data\img\Fusion_GarrafaPet500ml.png
Sukita Laranja;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4f5854f498665cacdcc04cca0130f377.png;3320;86;data\img\SukitaLaranja_LataStd350ml.png
Skol Pilsen;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8512f37e410d3cccb071cd37179de40b.png;25;87;data\img\SkolPilsen_LataSleek269ml.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Sleek 12 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d0e7178aef2bdeb0e7eec31b5b6335c3.png;215;87;data\img\SkolPuroMalte_ShrinkLataSleek12x410ml.png
Stella Artois;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/abfc0ea1342738d947499a397493190e.png;1390;87;data\img\StellaArtois_LataStd473ml.png
Stella Artois;Regular - Direita;Pack Cartão Lata Sleek 8 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e7ea2afd39332a2d40c8cb276d8933c0.png;1405;87;data\img\StellaArtois_PackCartaoLataSleek8x350ml.png
Colorado Indica;Com espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/172d0da21c12134f0648dff893af680d.png;1915;87;data\img\ColoradoIndica_AcessorioCaldereta350ml.png
Fusion;Regular - Frontal;Lata Sleek 250ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/30d1a21157d2850810e8b7beb8592cf2.png;2830;87;data\img\Fusion_LataSleek250ml.png
Pepsi Twist;Regular - Frontal;Garrafa Pet 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8a59890fa428fb9de9ef21d0ceebbcea.png;3095;87;data\img\PepsiTwist_GarrafaPet200ml.png
Skol Pilsen;Suada - Frontal;Lata Sleek 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fe261d71afa60622ae773d968ef5359f.png;40;88;data\img\SkolPilsen_LataSleek410ml.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Sleek 12 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c63d0f51264c581e4de29afb86414b46.png;170;88;data\img\SkolPuroMalte_ShrinkLataSleek12x269ml.png
Corona Cero Sunbrew;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 24 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b094bd5e1ff379b435b19243a7c4f81d.png;1560;88;data\img\CoronaCeroSunbrew_CaixadeTransporteGarrafaVidro24x330ml.png
Magnífica do Maranhão;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/14b4d3997a3b2c3d7d6ecefec69838a6.png;2075;88;data\img\MagnificadoMaranhao_GarrafaVidro1L.png
Pepsi Cola;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/0a0a9d04f43c521b99d8493e01839ad0.png;3055;88;data\img\PepsiCola_GarrafaPet2L.png
Bohemia 14 Weiss;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d8b0065b1ed7b6e6bdb579af0cbb799b.png;1160;89;data\img\Bohemia14Weiss_CaixadeTransporteGarrafaVidro12x300ml.png
Serrana;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/807be9eaaaee163823555145754ddfb8.png;2050;89;data\img\Serrana_LataStd473ml.png
Isla Pêssego e Maracujá;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e1f7fe2b24b26175ab05fe51dc5ef2c0.png;2160;89;data\img\IslaPessegoeMaracuja_LataSleek269ml.png
Quilmes;Suada - Frontal;Garrafa Vidro 970ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1cce2267f6119b64a377b2462feccc13.png;2670;89;data\img\Quilmes_GarrafaVidro970ml.png
Bucanero Fuerte;Suada - Frontal;Garrafa Vidro 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2282935c0e364dd051687db59c62ce04.png;2715;89;data\img\BucaneroFuerte_GarrafaVidro350ml.png
Modelo Especial;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/db6859954747f3c4a573681fc71f6ae8.png;2755;89;data\img\ModeloEspecial_GarrafaVidro600ml.png
Spaten;Regular - Esquerda;Pack Cartão Lata Sleek 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ac57766a8b7dae46ec26d1b3ff2ea2ea.png;2790;89;data\img\Spaten_PackCartaoLataSleek12x350ml.png
Guaraná Antarctica;Regular - Frontal;Lata Sleek 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e9749026ae53e850faa2fbb35f8671a1.png;2855;89;data\img\GuaranaAntarctica_LataSleek310ml.png
Beats Ginger;Misto;Pack Cartão Ice Pop 6 x 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ca42fe3ad91434bf0abedbcad5330611.png;375;90;data\img\BeatsGinger_PackCartaoIcePop6x100ml.png
Brahma Malzbier;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/59859acb75047528c9f173133b6d1be7.png;710;90;data\img\BrahmaMalzbier_GarrafaVidro355ml.png
Budweiser;GPI - Multipack;Pack Cartão Lata Sleek 15 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/61295eb4c71974cf96329b99acd3a606.png;1270;90;data\img\Budweiser_PackCartaoLataSleek15x410ml.png
Sukita Laranja;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/42d6a274bcc74aa70bd1904cc48c7e57.png;3325;90;data\img\SukitaLaranja_ShrinkLataStd12x350ml.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Sleek 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4043b6c681d090fd3ee95674813cd4df.png;210;91;data\img\SkolPuroMalte_ShrinkLataSleek12x350ml.png
Mike's Hard Seltzer Framboesa;Regular - Esquerda;Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/933274a0064a0ee2e8c83be2dc3ca194.png;465;91;data\img\MikesHardSeltzerFramboesa_PackCartaoLataSleek6x269ml.png
Original;Regular - Esquerda;Shrink Lata Sleek 15 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ecab5b7a12f95473ec5e400815778df7.png;960;91;data\img\Original_ShrinkLataSleek15x269ml.png
Stella Artois;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/067c5149b933624d765bd1e82c1459c0.png;1370;91;data\img\StellaArtois_LataSleek269ml.png
Wäls 58 Anos;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/31086cb4f2ff41dbb6443b729e15ee71.png;1810;91;data\img\Wäls58Anos_GarrafaVidro600ml.png
Colorado Eugênia;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5db97377d6ed000a87aa0af10969cd52.png;1990;91;data\img\ColoradoEugenia_GarrafaVidro600ml.png
Goose Island LO-IPA;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/03710ce93f3e1e3962506e11fb5fe039.png;2250;91;data\img\GooseIslandLOIPA_GarrafaVidro355ml.png
Guaraná Antarctica;Copa 2022 - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fddc573b11af40517551d42354ecd45c.png;2860;91;data\img\GuaranaAntarctica_LataStd350ml.png
Guaraná Antarctica;Suada - Frontal;Garrafa Pet 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/97ce025f8c6d4f19f2021ac70609cf09.png;2880;91;data\img\GuaranaAntarctica_GarrafaPet200ml.png
Guaraná Antarctica;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/4aa573fed2e92bc56cdf00c155617285.png;2950;91;data\img\GuaranaAntarctica_GarrafaVidro1L.png
Tônica Antarctica 3 Limões;Regular - Frontal;Garrafa Vidro 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d07f4c61a1b642970d75752e3a55f6db.png;3300;91;data\img\TonicaAntarctica3Limoes_GarrafaVidro275ml.png
Gatorade Limão;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bda2cd001b012bd48d1e5dae9de90111.png;3505;91;data\img\GatoradeLimao_GarrafaPet500ml.png
Gatorade Morango-Melancia;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0d18b1d71b6c5e259a0f2f1fa27b4a1d.png;3540;91;data\img\GatoradeMorangoMelancia_GarrafaPet500ml.png
Brahma Zero;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/39209c62bea8c0f22bf968c25c3fc1ee.png;695;92;data\img\BrahmaZero_GarrafaVidro355ml.png
Bohemia Imperial;Suada - Frontal;Garrafa Vidro 550ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5710aaa448dbae9ce2004585f9781b4b.png;1145;92;data\img\BohemiaImperial_GarrafaVidro550ml.png
Polar Puro Malte;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/09a1b815a96422f1f75fdf194b07d8a4.png;1665;92;data\img\PolarPuroMalte_GarrafaVidro600ml.png
Skol Puro Malte;Suada - Frontal;Lata Sleek 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d293c9ae8cb37a859921ff20412491c5.png;145;93;data\img\SkolPuroMalte_LataSleek310ml.png
Brahma Extra Red Lager;Foil Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b817d4cfba33188928b40b0832ff3caa.png;775;93;data\img\BrahmaExtraRedLager_GarrafaVidro600ml.png
Budweiser;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1f2edd81b0f4789e3b62f4941794f819.png;1215;93;data\img\Budweiser_LataSleek350ml.png
Beck's;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4e1815e25472389e388a9a1e108a0139.png;1570;93;data\img\Becks_PackCartaoLataSleek8x350ml.png
Legítima do Ceará;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7499c9975a892f05025e0219693d46ed.png;2115;93;data\img\LegitimadoCeara_GarrafaVidro300ml.png
Franziskaner Kristall-Klar;Suada - Frontal;Garrafa Vidro 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9b064c762ba544aef3c680987ba5f010.png;2195;93;data\img\FranziskanerKristallKlar_GarrafaVidro500ml.png
Patagonia Amber Lager;Suada - Frontal;Garrafa Vidro 740ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f39fadda42fd635e8e9db26f28eed0c6.png;2320;93;data\img\PatagoniaAmberLager_GarrafaVidro740ml.png
Antarctica Pilsen;Maleta - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/adfba54c8fb36875c8c5b422a7729188.png;885;94;data\img\AntarcticaPilsen_CaixadeTransporteGarrafaVidro12x1L.png
Budweiser;Nova Arte IN65;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1298c88e7786b09b76036744429fcaf9.png;1290;94;data\img\Budweiser_GarrafaVidro330ml.png
Serramalte;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8197bb70aa7db517fdc921d4cba95d71.png;1680;94;data\img\Serramalte_LataStd350ml.png
Colorado Ribeirão Lager;Regular - Frontal;Bottle in Bottle 6L;https://www.catalogoambev.com.br/images/uploads/artes-finais/7dc51aa4e81910fd1870cb083fc2bff0.png;1870;94;data\img\ColoradoRibeiraoLager_BottleinBottle6L.png
Patagonia Küné;Regular - Frontal;Garrafa Vidro 710ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9b563b640034d43d10cc8247dd35aea8.png;2410;94;data\img\PatagoniaKune_GarrafaVidro710ml.png
Guaraná Antarctica;Multipack - Frontal;Cinta Pet 2 x 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/b37505d619e7500a70971f04bd8a897e.png;2935;94;data\img\GuaranaAntarctica_CintaPet2x2L.png
Soda Antarctica Zero;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/fa89a2d43c533348ff7a6e9d631b5df7.png;3245;94;data\img\SodaAntarcticaZero_GarrafaPet2L.png
Sukita Uva;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/1d0480e7b4cc98bed848dba872c302cb.png;3380;94;data\img\SukitaUva_GarrafaPet2L.png
Budweiser;Promokit - Frontal;Kit Pack Cartão Lata 8 x 269ml + 01 Copo;https://www.catalogoambev.com.br/images/uploads/artes-finais/e8f5ae0306da687e1710078c1edccfb6.png;1335;95;data\img\Budweiser_KitPackCartaoLata8x269ml01Copo.png
Patagonia 24.7;Regular - Frontal;Garrafa Vidro 740ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d30b01980c99a7c8eb6924d7d9c5b8f9.png;2430;95;data\img\Patagonia247_GarrafaVidro740ml.png
Andes;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/82c369e19107f3d8b5291046447e1d8e.png;2735;95;data\img\Andes_GarrafaVidro600ml.png
Pepsi Cola;Regular - Frontal;Lata Sleek 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/64a6dd20ec1305f6d1f261c8a9b67dc9.png;3000;95;data\img\PepsiCola_LataSleek310ml.png
Pepsi Black Sem Açúcares;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0385411436e634885e1d4cb00f72f4fc.png;3120;95;data\img\PepsiBlackSemAcucares_LataStd350ml.png
Brahma Chopp;Suada - Frontal;Lata Std 550ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/781d7d4b1c6d3b2408823966b04c8715.png;495;96;data\img\BrahmaChopp_LataStd550ml.png
Brahma Duplo Malte;Promokit - Frontal;Kit Pack Cartão Lata Sleek 6 x 350ml + 01 Copo 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b83daf8137ed8320c678db1a8bf284e4.png;660;96;data\img\BrahmaDuploMalte_KitPackCartaoLataSleek6x350ml01Copo330ml.png
Budweiser Zero;Regular - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/494832818b83a3921673b6335502213d.png;1360;96;data\img\BudweiserZero_GarrafaVidro330ml.png
Adriática;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6bc8c9191a8223e182252e25882698d5.png;1625;96;data\img\Adriatica_GarrafaVidro600ml.png
Serramalte;Regular - Esquerda;Pack Cartão Lata Std 6 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b53a3a58191dcec90e76605c401709ef.png;1685;96;data\img\Serramalte_PackCartaoLataStd6x350ml.png
Colorado Appia;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/71b83f5af643ee60a9b721a0c3a352ab.png;1890;96;data\img\ColoradoAppia_GarrafaVidro600ml.png
Colorado Ithaca;Com espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5b5dcf453dcefb380915c678fd0f6935.png;1975;96;data\img\ColoradoIthaca_AcessorioCaldereta350ml.png
Patagonia Bohemian Pilsener;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bd2fed0404b68800e2ace05aa575646c.png;2340;96;data\img\PatagoniaBohemianPilsener_LataSleek350ml.png
Patagonia Küné;Com espuma;Acessório Tulipa 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5614ec5e2121087027b0f830845d04d1.png;2415;96;data\img\PatagoniaKune_AcessorioTulipa300ml.png
Pepsi Twist;Regular - Frontal;Garrafa Pet 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/390507fe9fa31db17092519c93aaee03.png;3100;96;data\img\PepsiTwist_GarrafaPet600ml.png
Bohemia Puro Malte;Regular - Direita;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c568a23a52d62496adc6051e468fcdd9.png;1135;97;data\img\BohemiaPuroMalte_CaixadeTransporteGarrafaVidro12x300ml.png
Budweiser;GPI - Esquerda;Pack Cartão Lata Sleek 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9a7ae5f6ada0ff758c3be5c72dedab06.png;1255;97;data\img\Budweiser_PackCartaoLataSleek12x350ml.png
Stella Artois;Suada - Frontal;Lata Sleek 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/653e98b777a559aca14a70af17a30416.png;1385;97;data\img\StellaArtois_LataSleek410ml.png
Caracu;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2ef80c90d193d1720f7da7329bb94754.png;1600;97;data\img\Caracu_LataSleek350ml.png
Colorado Demoiselle;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d264d0665fbc457376e2c7c7c78f72e7.png;1920;97;data\img\ColoradoDemoiselle_GarrafaVidro600ml.png
Colorado Cauim;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/413afa1074ed25e64722f0b43a13f190.png;1930;97;data\img\ColoradoCauim_GarrafaVidro600ml.png
Colorado do Leme ao Pontal;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8dca625be1e45c577d0cb4f27b21b2d3.png;2035;97;data\img\ColoradodoLemeaoPontal_GarrafaVidro600ml.png
Nossa de Pernambuco;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/075d4c50e96f663d5eafa47deef8cd0c.png;2090;97;data\img\NossadePernambuco_GarrafaVidro600ml.png
Guaraná Antarctica Sem Açúcares;Suada - Frontal;Garrafa Pet 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/388e09f5f9e2f8b2b4149067cc0f2bce.png;2970;97;data\img\GuaranaAntarcticaSemAcucares_GarrafaPet1L.png
Pepsi Black Sem Açúcares;Regular - Frontal;Garrafa Pet 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/6f0a7d7984e556d33fbac9835a34cba5.png;3130;97;data\img\PepsiBlackSemAcucares_GarrafaPet1L.png
Ambev;Regular - Esquerda;Garrafeira 24 x 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ac5389638f3da1bb883c36311e0485f6.png;15;98;data\img\Ambev_Garrafeira24x600ml.png
Beats Mint;Regular - Frontal;Ice Pop 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8693bcb4c570145be4313ff3e996dc66.png;395;98;data\img\BeatsMint_IcePop100ml.png
Bohemia Puro Malte;Regular - Esquerda;Shrink Lata Sleek 15 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c950b53419983aebd1fb541cc06458ce.png;1040;98;data\img\BohemiaPuroMalte_ShrinkLataSleek15x269ml.png
