Tipo Operação,Sigla UF,Nome Fantasia,Operação,Código UNB,Data,Código Abreviado Produto,Nome SKU,Fator HL,Quantidade de Produtos por Unidade de Medida,1. Volume Sellin (hl) Real,Faturamento Sellin (R$),TTV
DIRETA,GO,SUPER STORE CAMPINAS,Indefinido,60061,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,STORE NAPOLI,Indefinido,67275,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,STORE CANDIDA,Indefinido,67370,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,STORE URIAS,Indefinido,67371,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"8,4000","R$2026,05","$4,82"
DIRETA,DF,S03 SUPERCEI 30/34 P SUL,Indefinido,70118,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$296,28","$4,94"
DIRETA,AM,CDL CENTRO,Indefinido,70828,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$863,94","$4,80"
DIRETA,GO,STORE ST AFONSOS,Indefinido,71965,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"8,4000","R$2026,05","$4,82"
DIRETA,GO,STORE FAMA,Indefinido,72466,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,EMPORIO JAMEI,Indefinido,72773,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,87","$4,82"
DIRETA,GO,STORE APARECIDA,Indefinido,74570,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"24,0000","R$5788,74","$4,82"
DIRETA,DF,B02 BELLAVIA RECANTO,Indefinido,75638,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$592,58","$4,94"
DIRETA,RR,ATACADAO BV,Indefinido,76519,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"36,0000","R$8542,08","$4,75"
DIRETA,DF,ASSAI CEILANDIA DF,Indefinido,78812,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"24,0000","R$5759,64","$4,80"
DIRETA,AM,ATACK ALVORADA,Indefinido,81667,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$863,94","$4,80"
DIRETA,GO,STORE BELA VISTA,Indefinido,82630,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"8,4000","R$2026,05","$4,82"
DIRETA,GO,STORE SHOPPING AMERICA,Indefinido,82893,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"14,4000","R$3473,23","$4,82"
DIRETA,DF,B10 BELLAVIA TAGUATINGA,Indefinido,88611,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$296,28","$4,94"
DIRETA,GO,STORE JD SALVADOR,Indefinido,90833,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2894,37","$4,82"
DIRETA,DF,SUPERBOM LOJA 09  VICENTE PIRES,Indefinido,93572,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$138,83","$4,63"
DIRETA,DF,SUPERBOM LOJA 12 CL 212,Indefinido,93575,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$138,83","$4,63"
DIRETA,DF,SUPERBOM LOJA 14 VP,Indefinido,93924,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,0000","R$0,00",NaN
DIRETA,GO,EMPORIO JARDINS,Indefinido,94041,2023-01-02 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$144,71","$4,82"
DIRETA,DF,BIG BOX 106N,Indefinido,37231,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$88,88","$4,94"
DIRETA,DF,PN4  CRFB 512 NORTE,Indefinido,43810,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$86,60","$4,81"
DIRETA,DF,PL2  CRFB QI 25,Indefinido,43821,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$144,35","$4,81"
DIRETA,DF,PN2  CRFB 504 NORTE,Indefinido,43845,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,9600","R$230,96","$4,81"
DIRETA,DF,PS2  CRFB 310 SUL,Indefinido,43846,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,0800","R$259,84","$4,81"
DIRETA,DF,PS1  CRFB 402 SUL,Indefinido,43847,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,73","$4,81"
DIRETA,GO,SUPER STORE TRINDADE,Indefinido,60057,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"14,4000","R$3473,23","$4,82"
DIRETA,DF,PBM  CRFB QI 13,Indefinido,60792,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,73","$4,81"
DIRETA,DF,BIG BOX 503 SUL,Indefinido,61687,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,AM,CARREFOUR ADRIANOPOLIS,Indefinido,62869,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,9600","R$1674,56","$4,81"
DIRETA,GO,RV JUNDIAI,Indefinido,67973,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$144,71","$4,82"
DIRETA,DF,PRAVOCE BRAZLANDIA CENTRO,Indefinido,70244,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,0800","R$260,09","$4,82"
DIRETA,DF,S01 SUPERCEI BRAZLANDIA,Indefinido,70507,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$592,58","$4,94"
DIRETA,DF,BIG BOX 310N,Indefinido,83654,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,DF,BIG BOX 105 SW,Indefinido,87015,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$88,88","$4,94"
DIRETA,DF,BIG BOX QL11 LG SUL,Indefinido,90353,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,DF,BONAMIX SAMAMBAIA,Indefinido,93156,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1391,07","$4,64"
DIRETA,DF,BONAMIX GAMA,Indefinido,93157,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2782,15","$4,64"
DIRETA,RO,SUPERMERCADO OLIVEIR,Indefinido,93862,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,0000","R$0,00",NaN
DIRETA,MT,SUP SUPER PONTO BOM RETIRO,Indefinido,93993,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$139,45","$4,65"
DIRETA,DF,SUPER TOP SAMAMBAIA SUL,Indefinido,94012,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$278,21","$4,64"
DIRETA,DF,BIG BOX TAGUATINGA,Indefinido,97592,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,GO,RV  MARACANA,Indefinido,97803,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2894,37","$4,82"
DIRETA,DF,ULTRABOX CNB 12,Indefinido,97989,2023-01-03 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,MT,BIG LAR VARZEA GRANDE,Indefinido,16438,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,7200","R$161,74","$4,49"
DIRETA,DF,BSB  CRF PARK,Indefinido,22927,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"4,6800","R$1126,00","$4,81"
DIRETA,MT,BIG LAR MIGUEL SUTIL,Indefinido,28325,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,4800","R$107,82","$4,49"
DIRETA,AM,CARREFOUR/MANPAR-FLORES,Indefinido,36546,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,8000","R$433,07","$4,81"
DIRETA,MT,BIG LAR TRES AMERICAS,Indefinido,38172,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$134,77","$4,49"
DIRETA,DF,BIG BOX 412 SUL,Indefinido,48745,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$29,62","$4,94"
DIRETA,DF,BST CRF TAGUATINGA,Indefinido,52111,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,1600","R$519,69","$4,81"
DIRETA,AM,CARREFOUR DOM PEDRO,Indefinido,53702,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,0400","R$490,81","$4,81"
DIRETA,DF,BAN CRF ASA NORTE  .,Indefinido,60951,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,5600","R$375,33","$4,81"
DIRETA,DF,CERRAMIX 316 ST MARIA,Indefinido,66578,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$583,19","$4,86"
DIRETA,GO,BRETAS ARMAZEM LJ 45,Indefinido,69018,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$144,38","$4,81"
DIRETA,GO,BRETAS B.CARDOSO LJ244,Indefinido,69025,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2887,77","$4,81"
DIRETA,GO,BRETAS JARAGUA LJ 25 (CENC),Indefinido,69580,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$288,77","$4,81"
DIRETA,GO,BRETAS ITUMBIARA LJ235,Indefinido,69594,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1443,87","$4,81"
DIRETA,GO,BRETAS AGUAS LINDAS,Indefinido,71606,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$577,55","$4,81"
DIRETA,DF,CD COMPER BRASILIA,Indefinido,81808,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2885,77","$4,81"
DIRETA,,,Indefinido,84293,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$26,78","$4,46"
DIRETA,DF,EMPORIO VITALIA LAGO SUL,Indefinido,87009,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,87","$4,82"
DIRETA,DF,BIG BOX 513 SUL,Indefinido,87846,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$148,14","$4,94"
DIRETA,DF,DONA DE CASA 306 NORTE,Indefinido,91396,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$55,52","$4,63"
DIRETA,DF,DONA DE CASA CANDANG,Indefinido,91403,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$83,29","$4,63"
DIRETA,DF,DONA DE CASA SUDOEST,Indefinido,91404,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$55,52","$4,63"
DIRETA,DF,BIG BOX 211 NORTE,Indefinido,92226,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$59,25","$4,94"
DIRETA,DF,SUP MINEIRAO RIACHO FUNDO,Indefinido,93131,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$139,24","$4,64"
DIRETA,DF,SUPERMERCADO TAVARES GAMA 4,Indefinido,93149,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$838,80","$4,66"
DIRETA,DF,SUPERMERCADO TAVARES GAMA 24,Indefinido,93166,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$838,80","$4,66"
DIRETA,AM,BARATAO DA CARNE,Indefinido,93769,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"24,0000","R$5278,90","$4,40"
DIRETA,GO,STORE RIO VERDE.,Indefinido,94727,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"30,0000","R$7235,90","$4,82"
DIRETA,DF,DONA DE CASA QI 15 LAGO SUL,Indefinido,97358,2023-01-04 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$27,76","$4,63"
DIRETA,GO,GOS CRF JD GOIAS,Indefinido,17975,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"23,5200","R$5658,88","$4,81"
DIRETA,DF,310 - PA 516 SUL,Indefinido,22946,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$256,46","$4,27"
DIRETA,DF,1218 - PA 304 SUL,Indefinido,31707,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$25,63","$4,27"
DIRETA,AM,CARREFOUR/SHOPPING-CHAPADA,Indefinido,36549,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$288,71","$4,81"
DIRETA,DF,1233 - PA 508 NORTE,Indefinido,37214,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$25,63","$4,27"
DIRETA,DF,1228 - PA 406 SUL,Indefinido,37216,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$25,63","$4,27"
DIRETA,GO,GSD CRF SUDOESTE,Indefinido,51898,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,6000","R$1587,95","$4,81"
DIRETA,GO,2378 - PA T63 ST BUENO,Indefinido,58162,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$26,94","$4,49"
DIRETA,GO,GOP CRF ANAPOLIS,Indefinido,59948,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"5,7600","R$1385,83","$4,81"
DIRETA,GO,BRETAS CALDAS NOVAS,Indefinido,70590,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"14,4000","R$3465,32","$4,81"
DIRETA,DF,ULTRABOX PLANALTINA BR020,Indefinido,72030,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"5,4000","R$1295,91","$4,80"
DIRETA,GO,BRETAS MONTE CRISTO,Indefinido,72433,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,75","$4,81"
DIRETA,GO,357 - PA T68 VACA BRAVA,Indefinido,72978,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$26,94","$4,49"
DIRETA,DF,ULTRABOX COLORADO,Indefinido,74295,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,0000","R$719,94","$4,80"
DIRETA,GO,BRETAS ANÁPOLIS,Indefinido,75679,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$866,32","$4,81"
DIRETA,DF,2372 - PA AGUAS CLARAS,Indefinido,77233,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$25,63","$4,27"
DIRETA,DF,ASSAI SIA,Indefinido,78798,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"4,8000","R$1151,92","$4,80"
DIRETA,DF,ULTRABOX SOBRADINHO,Indefinido,84107,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,8000","R$431,97","$4,80"
DIRETA,DF,ULTRABOX ITAPOA,Indefinido,89821,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$143,98","$4,80"
DIRETA,DF,VIVENDAS RECANTO 402,Indefinido,93148,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$138,83","$4,63"
DIRETA,DF,VIVENDAS SANTA MARIA 202,Indefinido,93150,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,8000","R$416,49","$4,63"
DIRETA,DF,SUPERBOM LOJA 14 VP,Indefinido,93924,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,4800","R$111,05","$4,63"
DIRETA,DF,VIVENDAS RECANTO 304,Indefinido,94029,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$555,32","$4,63"
DIRETA,DF,ULTRABOX RECANTO,Indefinido,96768,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$575,96","$4,80"
DIRETA,,,Indefinido,97023,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,2400","R$1392,56","$4,46"
DIRETA,DF,VIVENDAS CEILANDIA - EQNP,Indefinido,97924,2023-01-05 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$277,66","$4,63"
DIRETA,DF,PL2  CRFB QI 25,Indefinido,43821,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$28,86","$4,81"
DIRETA,DF,PN2  CRFB 504 NORTE,Indefinido,43845,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,73","$4,81"
DIRETA,DF,SUP VENEZA TAGUATINGA,Indefinido,61019,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$289,43","$4,82"
DIRETA,GO,SOLUCAO VL ALZIRA,Indefinido,64323,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$871,75","$4,84"
DIRETA,DF,BAC CRF AGUAS CLARAS,Indefinido,67648,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,4800","R$115,46","$4,81"
DIRETA,GO,BRETAS LISBOA LJ 38,Indefinido,69016,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2887,77","$4,81"
DIRETA,GO,BRETAS T.2  LJ 51,Indefinido,69019,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$288,77","$4,81"
DIRETA,GO,BRETAS MORADA DO SOL L233,Indefinido,69024,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$57,75","$4,81"
DIRETA,DF,ULTRABOX SANTA MARIA,Indefinido,82102,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$575,96","$4,80"
DIRETA,DF,ULTRABOX ADE,Indefinido,84260,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$287,97","$4,80"
DIRETA,AM,EMPORIUM ROMA,Indefinido,87904,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$91,51","$5,08"
DIRETA,DF,ULTRABOX ARAPOANGAS,Indefinido,88710,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"8,4000","R$2015,87","$4,80"
DIRETA,DF,ULTRABOX CEILANDIA NORTE,Indefinido,89489,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$287,97","$4,80"
DIRETA,DF,ULTRABOX SAO SEBASTIAO,Indefinido,92378,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$575,96","$4,80"
DIRETA,DF,VIVENDAS SANTA MARIA 416,Indefinido,93153,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$277,66","$4,63"
DIRETA,DF,VIVENDAS TAQUATINGA,Indefinido,93155,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,3600","R$83,29","$4,63"
DIRETA,DF,VIVENDAS SANTA MARIA 105,Indefinido,93573,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$277,66","$4,63"
DIRETA,RO,SUPERMERCADO OLIVEIR,Indefinido,93862,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$55,91","$4,66"
DIRETA,GO,ULTRABOX AGUAS LINDAS,Indefinido,96765,2023-01-06 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"4,8000","R$1151,93","$4,80"
DIRETA,MS,1301 - PA CENTRO MS,Indefinido,7721,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$53,89","$4,49"
DIRETA,AM,CARREFOUR/MANPAR-FLORES,Indefinido,36546,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,1200","R$28,86","$4,81"
DIRETA,DF,VIVENDAS GAMA QD 8,Indefinido,59954,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$138,83","$4,63"
DIRETA,GO,BRETAS VL PEDROSO LJ219,Indefinido,69022,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2887,77","$4,81"
DIRETA,MS,358 - PA CARANDA BOSQUE,Indefinido,74634,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,2400","R$53,89","$4,49"
DIRETA,MT,PAULISTA IMPERIAL,Indefinido,93128,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,6000","R$138,34","$4,61"
DIRETA,DF,VIVENDAS GAMA QD 10,Indefinido,93151,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$277,66","$4,63"
DIRETA,DF,VIVENDAS GAMA QD 7,Indefinido,93154,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$277,66","$4,63"
DIRETA,DF,SUPERBOM 15 SAMAMBAIA,Indefinido,98177,2023-01-07 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"0,7200","R$166,59","$4,63"
DIRETA,MS,FORT CD,Indefinido,97988,2023-01-08 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"-216,0000","-R$51836,93","$4,80"
DIRETA,DF,S11 SUPERCEI 17/19 TAG NORTE,Indefinido,37799,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$296,28","$4,94"
DIRETA,GO,STORE NAPOLI,Indefinido,67275,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,STORE CANDIDA,Indefinido,67370,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"7,2000","R$1736,61","$4,82"
DIRETA,GO,STORE URIAS,Indefinido,67371,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,DF,S07 SUPERCEI 7/9 CEI SUL,Indefinido,70076,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$296,28","$4,94"
DIRETA,DF,S06 SUPERCEI 10/14 P SUL,Indefinido,70117,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,2000","R$296,28","$4,94"
DIRETA,GO,STORE ST AFONSOS,Indefinido,71965,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"6,0000","R$1447,18","$4,82"
DIRETA,GO,STORE FAMA,Indefinido,72466,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"7,2000","R$1736,61","$4,82"
DIRETA,GO,STORE APARECIDA,Indefinido,74570,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"18,0000","R$4341,54","$4,82"
DIRETA,GO,BRETAS JATAI SHOPPING,Indefinido,74997,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2887,77","$4,81"
DIRETA,GO,BRETAS MINEIROS,Indefinido,75358,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"4,2000","R$1010,70","$4,81"
DIRETA,DF,B02 BELLAVIA RECANTO,Indefinido,75638,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"2,4000","R$592,58","$4,94"
DIRETA,DF,ASSAI CEILANDIA DF,Indefinido,78812,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"4,8000","R$1151,92","$4,80"
DIRETA,GO,STORE BELA VISTA,Indefinido,82630,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"7,2000","R$1736,61","$4,82"
DIRETA,DF,B08 BELLAVIA SOBRADINHO,Indefinido,85818,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,8000","R$444,44","$4,94"
DIRETA,DF,B05 BEVIA ITAPOA,Indefinido,87149,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"3,6000","R$872,99","$4,85"
DIRETA,GO,STORE JD SALVADOR,Indefinido,90833,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"12,0000","R$2894,37","$4,82"
DIRETA,DF,PRECITO ATACADAO DF,Indefinido,91231,2023-01-09 00:00:00,503,SUKITA PET 2L CAIXA C/6,"0,1200",6,"1,8000","R$431,97","$4,80"
